,FILEDATE,DISPDATE,sex,race,age,is_citizen,educ,crime,crim_hist,counsel,judge
530359,09/28/2006,11/22/2006,0.0,2.0,"(30, 50]",1.0,1.0,29.0,"(15, 25]",0,Callie V. Granade
530360,04/26/2007,06/20/2007,1.0,2.0,"(30, 50]",1.0,3.0,7.0,"(3, 4]",0,Callie V. Granade
530361,05/24/2007,07/16/2007,0.0,2.0,"(30, 50]",3.0,1.0,40.0,"(4, 5]",1,Callie V. Granade
530362,05/24/2007,07/27/2007,1.0,2.0,"(15, 30]",1.0,1.0,23.0,"(-1, 0]",6,Callie V. Granade
530363,11/27/2007,01/24/2008,1.0,2.0,"(15, 30]",1.0,5.0,6.0,"(-1, 0]",0,Callie V. Granade
530364,11/27/2007,01/15/2008,1.0,2.0,"(30, 50]",1.0,3.0,8.0,"(-1, 0]",0,Callie V. Granade
530365,05/29/2008,02/18/2009,0.0,2.0,"(15, 30]",1.0,3.0,12.0,"(7, 8]",0,Callie V. Granade
530366,06/26/2008,08/18/2008,0.0,2.0,"(15, 30]",1.0,3.0,21.0,"(1, 2]",0,Callie V. Granade
530367,08/28/2008,11/17/2008,0.0,2.0,"(15, 30]",1.0,3.0,8.0,"(1, 2]",0,Callie V. Granade
530368,08/28/2008,03/18/2009,0.0,2.0,"(15, 30]",1.0,1.0,7.0,"(3, 4]",0,Callie V. Granade
530369,09/25/2008,11/25/2008,0.0,2.0,"(65, 80]",1.0,6.0,13.0,"(-1, 0]",0,Callie V. Granade
530370,02/25/2009,04/22/2009,0.0,2.0,"(30, 50]",1.0,1.0,19.0,"(9, 10]",0,Callie V. Granade
530371,06/25/2009,08/18/2009,0.0,1.0,"(50, 65]",1.0,5.0,17.0,"(-1, 0]",0,Callie V. Granade
530372,09/24/2009,11/19/2009,0.0,2.0,"(65, 80]",1.0,3.0,12.0,"(0, 1]",0,Callie V. Granade
530373,10/29/2009,08/10/2010,0.0,2.0,"(30, 50]",1.0,3.0,21.0,"(2, 3]",0,Callie V. Granade
530374,04/29/2010,06/14/2010,0.0,2.0,"(15, 30]",1.0,3.0,17.0,"(8, 9]",0,Callie V. Granade
530375,06/24/2010,08/24/2010,0.0,2.0,"(15, 30]",1.0,3.0,11.0,"(-1, 0]",0,Callie V. Granade
530376,09/30/2011,11/22/2011,0.0,1.0,"(30, 50]",1.0,3.0,14.0,"(-1, 0]",0,Callie V. Granade
530377,12/28/2011,03/19/2012,0.0,2.0,"(30, 50]",1.0,1.0,15.0,"(4, 5]",0,Callie V. Granade
530378,12/28/2011,03/19/2012,1.0,2.0,"(30, 50]",1.0,1.0,15.0,"(2, 3]",0,Callie V. Granade
530379,12/28/2011,03/19/2012,0.0,2.0,"(30, 50]",1.0,1.0,15.0,"(3, 4]",0,Callie V. Granade
530380,12/28/2011,05/23/2012,0.0,2.0,"(15, 30]",1.0,1.0,15.0,"(4, 5]",0,Callie V. Granade
530381,12/28/2011,04/19/2012,0.0,2.0,"(30, 50]",1.0,1.0,15.0,"(8, 9]",0,Callie V. Granade
530383,04/26/2012,06/26/2012,0.0,2.0,"(30, 50]",1.0,6.0,10.0,"(-1, 0]",0,Callie V. Granade
530384,09/06/2012,12/20/2012,0.0,2.0,"(15, 30]",1.0,3.0,34.0,"(2, 3]",0,Callie V. Granade
530386,09/06/2012,11/20/2012,0.0,2.0,"(15, 30]",1.0,5.0,23.0,"(2, 3]",0,Callie V. Granade
530388,12/27/2012,06/19/2013,0.0,2.0,"(30, 50]",1.0,1.0,12.0,"(0, 1]",0,Callie V. Granade
530389,04/25/2013,07/15/2013,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(4, 5]",0,Callie V. Granade
530390,10/31/2013,01/21/2014,1.0,2.0,"(30, 50]",1.0,3.0,19.0,"(-1, 0]",0,Callie V. Granade
530391,05/29/2014,07/29/2014,1.0,2.0,"(30, 50]",1.0,1.0,15.0,"(0, 1]",0,Callie V. Granade
530392,05/29/2014,08/21/2014,1.0,2.0,"(30, 50]",1.0,3.0,6.0,"(14, 15]",0,Callie V. Granade
530393,02/26/2015,05/29/2015,0.0,2.0,"(30, 50]",1.0,3.0,21.0,"(0, 1]",0,Callie V. Granade
530394,03/26/2015,07/30/2015,0.0,2.0,"(30, 50]",1.0,3.0,17.0,"(-1, 0]",0,Callie V. Granade
530395,10/29/2015,01/19/2016,1.0,2.0,"(15, 30]",1.0,3.0,10.0,"(-1, 0]",0,Callie V. Granade
530396,10/29/2015,12/16/2015,0.0,2.0,"(15, 30]",1.0,3.0,12.0,"(2, 3]",0,Callie V. Granade
530397,01/25/2017,03/20/2017,0.0,2.0,"(30, 50]",1.0,1.0,25.0,"(25, 1000]",0,Callie V. Granade
530398,03/30/2017,06/16/2017,0.0,1.0,"(50, 65]",1.0,1.0,15.0,"(1, 2]",0,Callie V. Granade
530399,05/24/2017,07/19/2017,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(2, 3]",3,Callie V. Granade
530400,10/26/2017,12/20/2017,0.0,2.0,"(15, 30]",1.0,1.0,19.0,"(5, 6]",0,Callie V. Granade
530401,12/27/2017,03/02/2018,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(4, 5]",0,Callie V. Granade
530402,03/31/2016,02/26/2018,1.0,1.0,"(50, 65]",1.0,5.0,14.0,"(-1, 0]",0,Jeff Beaverstock
530403,08/31/2017,02/21/2018,0.0,2.0,"(15, 30]",1.0,1.0,12.0,"(4, 5]",0,Jeff Beaverstock
530404,09/27/2017,11/20/2017,0.0,1.0,"(30, 50]",1.0,3.0,13.0,"(1, 2]",0,Jeff Beaverstock
530405,11/28/2017,01/18/2018,0.0,1.0,"(15, 30]",1.0,3.0,13.0,"(7, 8]",0,Jeff Beaverstock
530406,12/27/2017,02/21/2018,0.0,2.0,"(50, 65]",1.0,3.0,12.0,"(-1, 0]",0,Jeff Beaverstock
530407,12/29/2004,02/25/2005,0.0,2.0,"(15, 30]",1.0,1.0,31.0,"(4, 5]",6,Kristi DuBose
530408,01/27/2005,03/21/2005,0.0,1.0,"(15, 30]",1.0,1.0,21.0,"(10, 11]",6,Kristi DuBose
530409,01/27/2005,08/25/2005,0.0,1.0,"(15, 30]",1.0,1.0,33.0,"(8, 9]",0,Kristi DuBose
530410,05/26/2005,08/21/2007,0.0,2.0,"(15, 30]",1.0,1.0,10.0,"(-1, 0]",0,Kristi DuBose
530411,07/28/2005,11/02/2005,0.0,2.0,"(30, 50]",1.0,3.0,27.0,"(0, 1]",0,Kristi DuBose
530412,08/25/2005,05/11/2006,0.0,1.0,"(15, 30]",1.0,5.0,22.0,"(-1, 0]",0,Kristi DuBose
530413,12/28/2005,02/23/2006,0.0,2.0,"(30, 50]",1.0,1.0,29.0,"(2, 3]",0,Kristi DuBose
530414,12/28/2005,03/02/2006,0.0,2.0,"(30, 50]",1.0,3.0,33.0,"(1, 2]",3,Kristi DuBose
530415,12/28/2005,02/23/2006,0.0,2.0,"(30, 50]",1.0,3.0,27.0,"(-1, 0]",0,Kristi DuBose
530416,12/28/2005,10/31/2006,0.0,1.0,"(30, 50]",1.0,3.0,25.0,"(2, 3]",0,Kristi DuBose
530417,12/28/2005,03/21/2006,0.0,1.0,"(15, 30]",1.0,3.0,4.0,"(3, 4]",0,Kristi DuBose
530418,12/28/2005,02/23/2006,0.0,1.0,"(30, 50]",1.0,1.0,29.0,"(15, 25]",0,Kristi DuBose
530419,12/28/2005,03/21/2006,0.0,1.0,"(15, 30]",1.0,3.0,25.0,"(2, 3]",0,Kristi DuBose
530420,12/28/2005,09/21/2006,1.0,1.0,"(15, 30]",1.0,3.0,10.0,"(-1, 0]",0,Kristi DuBose
530421,12/28/2005,09/01/2006,0.0,1.0,"(50, 65]",1.0,6.0,30.0,"(-1, 0]",2,Kristi DuBose
530422,12/28/2005,09/01/2006,0.0,1.0,"(30, 50]",1.0,3.0,34.0,"(0, 1]",2,Kristi DuBose
530423,12/28/2005,04/20/2006,0.0,2.0,"(15, 30]",1.0,1.0,37.0,"(1, 2]",1,Kristi DuBose
530424,12/28/2005,02/16/2006,0.0,1.0,"(15, 30]",1.0,1.0,14.0,"(11, 12]",0,Kristi DuBose
530425,01/26/2006,09/21/2006,0.0,1.0,"(50, 65]",1.0,6.0,32.0,"(-1, 0]",1,Kristi DuBose
530426,01/26/2006,03/21/2006,0.0,3.0,"(15, 30]",3.0,3.0,12.0,"(-1, 0]",1,Kristi DuBose
530427,01/26/2006,03/21/2006,0.0,2.0,"(30, 50]",1.0,3.0,11.0,"(2, 3]",1,Kristi DuBose
530428,01/26/2006,03/27/2006,0.0,2.0,"(30, 50]",1.0,3.0,11.0,"(10, 11]",1,Kristi DuBose
530429,01/26/2006,03/21/2006,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(7, 8]",0,Kristi DuBose
530430,01/16/2006,10/24/2006,0.0,2.0,"(15, 30]",1.0,3.0,25.0,"(9, 10]",0,Kristi DuBose
530431,02/24/2006,04/20/2006,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(5, 6]",6,Kristi DuBose
530432,02/24/2006,04/21/2006,0.0,3.0,"(30, 50]",3.0,1.0,10.0,"(4, 5]",6,Kristi DuBose
530433,02/24/2006,05/17/2006,0.0,2.0,"(15, 30]",1.0,3.0,35.0,"(0, 1]",1,Kristi DuBose
530434,03/31/2006,05/19/2006,0.0,1.0,"(15, 30]",1.0,1.0,13.0,"(5, 6]",0,Kristi DuBose
530435,03/31/2006,09/05/2006,0.0,2.0,"(15, 30]",1.0,5.0,14.0,"(-1, 0]",0,Kristi DuBose
530436,03/31/2006,07/26/2006,0.0,2.0,"(30, 50]",1.0,3.0,2.0,"(7, 8]",0,Kristi DuBose
530437,03/31/2006,05/23/2006,0.0,1.0,"(30, 50]",1.0,1.0,12.0,"(-1, 0]",0,Kristi DuBose
530438,03/31/2006,05/19/2006,0.0,1.0,"(30, 50]",1.0,5.0,23.0,"(0, 1]",6,Kristi DuBose
530439,04/27/2006,06/16/2006,1.0,1.0,"(15, 30]",1.0,3.0,8.0,"(-1, 0]",0,Kristi DuBose
530440,04/27/2006,06/16/2006,1.0,2.0,"(15, 30]",1.0,1.0,8.0,"(-1, 0]",0,Kristi DuBose
530441,04/27/2006,12/01/2006,0.0,2.0,"(15, 30]",1.0,1.0,20.0,"(0, 1]",0,Kristi DuBose
530442,04/27/2006,10/20/2006,0.0,1.0,"(15, 30]",1.0,1.0,20.0,"(-1, 0]",3,Kristi DuBose
530443,04/27/2006,06/16/2006,0.0,1.0,"(15, 30]",1.0,3.0,32.0,"(0, 1]",0,Kristi DuBose
530444,04/27/2006,08/10/2006,0.0,2.0,"(30, 50]",1.0,3.0,29.0,"(2, 3]",1,Kristi DuBose
530445,05/26/2006,07/14/2006,0.0,2.0,"(50, 65]",1.0,3.0,8.0,"(1, 2]",0,Kristi DuBose
530446,05/26/2006,09/26/2006,0.0,2.0,"(30, 50]",1.0,1.0,27.0,"(9, 10]",0,Kristi DuBose
530447,05/26/2006,08/15/2006,0.0,2.0,"(30, 50]",1.0,3.0,30.0,"(10, 11]",0,Kristi DuBose
530448,05/26/2006,09/12/2006,0.0,2.0,"(30, 50]",1.0,1.0,32.0,"(6, 7]",0,Kristi DuBose
530449,05/26/2006,01/11/2008,0.0,1.0,"(50, 65]",1.0,3.0,25.0,"(4, 5]",0,Kristi DuBose
530450,06/29/2006,10/18/2007,0.0,2.0,"(15, 30]",1.0,1.0,27.0,"(15, 25]",0,Kristi DuBose
530451,06/29/2006,08/14/2006,0.0,2.0,"(30, 50]",1.0,1.0,27.0,"(8, 9]",6,Kristi DuBose
530452,06/29/2006,08/17/2006,0.0,2.0,"(15, 30]",1.0,3.0,31.0,"(0, 1]",1,Kristi DuBose
530453,06/29/2006,08/14/2006,0.0,2.0,"(30, 50]",1.0,1.0,23.0,"(-1, 0]",2,Kristi DuBose
530454,06/29/2006,08/17/2006,0.0,2.0,"(30, 50]",1.0,1.0,27.0,"(2, 3]",1,Kristi DuBose
530455,06/29/2006,08/22/2006,0.0,2.0,"(30, 50]",1.0,1.0,29.0,"(11, 12]",1,Kristi DuBose
530456,06/29/2006,08/17/2006,0.0,2.0,"(15, 30]",1.0,1.0,33.0,"(2, 3]",1,Kristi DuBose
530457,06/29/2006,08/17/2006,0.0,2.0,"(15, 30]",1.0,3.0,35.0,"(6, 7]",1,Kristi DuBose
530458,06/29/2006,09/12/2006,0.0,1.0,"(15, 30]",1.0,3.0,4.0,"(2, 3]",0,Kristi DuBose
530460,06/29/2006,05/20/2008,0.0,3.0,"(30, 50]",3.0,1.0,12.0,"(-1, 0]",0,Kristi DuBose
530461,07/25/2006,08/15/2006,0.0,1.0,"(50, 65]",1.0,3.0,9.0,"(-1, 0]",0,Kristi DuBose
530462,07/25/2006,08/17/2006,0.0,3.0,"(30, 50]",1.0,5.0,9.0,"(-1, 0]",2,Kristi DuBose
530463,07/27/2006,05/24/2007,0.0,2.0,"(30, 50]",1.0,5.0,22.0,"(4, 5]",0,Kristi DuBose
530464,07/27/2006,10/22/2007,0.0,2.0,"(15, 30]",1.0,3.0,12.0,"(7, 8]",0,Kristi DuBose
530465,08/22/2006,09/15/2006,0.0,2.0,"(15, 30]",1.0,1.0,23.0,"(7, 8]",1,Kristi DuBose
530466,08/31/2006,10/24/2006,0.0,1.0,"(15, 30]",1.0,1.0,6.0,"(6, 7]",1,Kristi DuBose
530467,08/31/2006,10/05/2006,1.0,1.0,"(30, 50]",1.0,1.0,10.0,"(-1, 0]",2,Kristi DuBose
530468,08/31/2006,10/24/2006,0.0,3.0,"(15, 30]",3.0,1.0,17.0,"(1, 2]",6,Kristi DuBose
530469,08/31/2006,10/20/2006,1.0,2.0,"(30, 50]",1.0,1.0,8.0,"(-1, 0]",0,Kristi DuBose
530470,08/31/2006,10/24/2006,0.0,2.0,"(15, 30]",1.0,1.0,23.0,"(1, 2]",0,Kristi DuBose
530471,08/31/2006,10/25/2006,0.0,2.0,"(15, 30]",1.0,1.0,23.0,"(6, 7]",0,Kristi DuBose
530472,09/28/2006,02/05/2007,0.0,2.0,"(15, 30]",1.0,3.0,20.0,"(8, 9]",0,Kristi DuBose
530473,09/28/2006,03/07/2007,0.0,2.0,"(15, 30]",1.0,1.0,27.0,"(9, 10]",0,Kristi DuBose
530474,09/28/2006,02/16/2007,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(2, 3]",0,Kristi DuBose
530475,09/28/2006,11/17/2006,0.0,2.0,"(15, 30]",1.0,3.0,7.0,"(-1, 0]",0,Kristi DuBose
530476,09/28/2006,12/28/2006,0.0,1.0,"(15, 30]",1.0,5.0,10.0,"(5, 6]",0,Kristi DuBose
530477,09/28/2006,11/29/2006,0.0,1.0,"(30, 50]",1.0,1.0,11.0,"(15, 25]",0,Kristi DuBose
530478,10/26/2006,12/20/2006,0.0,2.0,"(30, 50]",1.0,1.0,15.0,"(0, 1]",0,Kristi DuBose
530479,10/26/2006,12/28/2006,0.0,1.0,"(15, 30]",1.0,5.0,15.0,"(1, 2]",6,Kristi DuBose
530480,10/26/2006,03/22/2007,0.0,2.0,"(30, 50]",1.0,3.0,25.0,"(4, 5]",3,Kristi DuBose
530481,10/26/2006,01/18/2007,0.0,1.0,"(15, 30]",1.0,3.0,29.0,"(0, 1]",0,Kristi DuBose
530482,10/26/2006,01/26/2007,0.0,3.0,"(65, 80]",1.0,3.0,40.0,"(-1, 0]",6,Kristi DuBose
530483,10/26/2006,12/27/2006,0.0,1.0,"(50, 65]",1.0,1.0,8.0,"(-1, 0]",0,Kristi DuBose
530484,10/26/2006,12/20/2006,0.0,2.0,"(50, 65]",1.0,3.0,8.0,"(2, 3]",0,Kristi DuBose
530485,11/28/2006,01/18/2007,0.0,2.0,"(15, 30]",1.0,3.0,34.0,"(3, 4]",2,Kristi DuBose
530486,11/28/2006,09/24/2008,0.0,2.0,"(30, 50]",1.0,5.0,31.0,"(7, 8]",0,Kristi DuBose
530487,12/27/2006,01/07/2008,0.0,2.0,"(15, 30]",1.0,6.0,15.0,"(3, 4]",0,Kristi DuBose
530488,12/27/2006,02/23/2007,0.0,2.0,"(15, 30]",1.0,5.0,10.0,"(-1, 0]",0,Kristi DuBose
530489,12/27/2006,02/16/2007,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(2, 3]",0,Kristi DuBose
530490,12/27/2006,06/21/2007,0.0,3.0,"(15, 30]",2.0,3.0,31.0,"(2, 3]",0,Kristi DuBose
530491,12/27/2006,06/21/2007,0.0,3.0,"(30, 50]",1.0,3.0,35.0,"(7, 8]",0,Kristi DuBose
530492,12/27/2006,07/06/2007,0.0,3.0,"(30, 50]",3.0,3.0,41.0,"(5, 6]",0,Kristi DuBose
530493,12/27/2006,04/16/2007,0.0,3.0,"(15, 30]",1.0,5.0,24.0,"(-1, 0]",0,Kristi DuBose
530494,12/27/2006,12/22/2009,0.0,1.0,"(50, 65]",1.0,3.0,23.0,"(2, 3]",0,Kristi DuBose
530495,12/27/2006,03/22/2007,0.0,1.0,"(65, 80]",1.0,3.0,37.0,"(-1, 0]",0,Kristi DuBose
530496,12/27/2006,03/29/2007,0.0,1.0,"(15, 30]",1.0,5.0,29.0,"(-1, 0]",0,Kristi DuBose
530497,12/27/2006,03/29/2007,1.0,2.0,"(30, 50]",1.0,1.0,9.0,"(-1, 0]",2,Kristi DuBose
530498,01/24/2007,03/22/2007,0.0,2.0,"(30, 50]",1.0,3.0,9.0,"(5, 6]",0,Kristi DuBose
530499,01/24/2007,06/04/2007,0.0,1.0,"(30, 50]",1.0,3.0,20.0,"(2, 3]",0,Kristi DuBose
530500,01/24/2007,03/22/2007,0.0,3.0,"(15, 30]",3.0,1.0,21.0,"(10, 11]",1,Kristi DuBose
530501,01/24/2007,03/22/2007,0.0,1.0,"(30, 50]",1.0,5.0,35.0,"(-1, 0]",6,Kristi DuBose
530502,02/22/2007,07/06/2007,0.0,2.0,"(15, 30]",1.0,1.0,29.0,"(0, 1]",0,Kristi DuBose
530503,02/22/2007,05/17/2007,0.0,2.0,"(30, 50]",1.0,5.0,35.0,"(7, 8]",0,Kristi DuBose
530504,02/22/2007,05/17/2007,0.0,1.0,"(30, 50]",1.0,1.0,14.0,"(1, 2]",0,Kristi DuBose
530505,02/22/2007,04/16/2007,0.0,1.0,"(65, 80]",1.0,3.0,30.0,"(-1, 0]",0,Kristi DuBose
530506,02/22/2007,05/17/2007,0.0,1.0,"(30, 50]",1.0,1.0,13.0,"(15, 25]",0,Kristi DuBose
530507,03/12/2007,03/29/2007,0.0,1.0,"(30, 50]",1.0,5.0,6.0,"(0, 1]",2,Kristi DuBose
530508,03/29/2007,05/24/2007,0.0,1.0,"(65, 80]",1.0,5.0,33.0,"(-1, 0]",0,Kristi DuBose
530509,03/29/2007,05/24/2007,0.0,2.0,"(30, 50]",1.0,5.0,31.0,"(-1, 0]",0,Kristi DuBose
530510,03/29/2007,02/20/2008,0.0,2.0,"(30, 50]",1.0,3.0,31.0,"(0, 1]",0,Kristi DuBose
530511,03/29/2007,08/01/2007,0.0,1.0,"(30, 50]",1.0,5.0,22.0,"(0, 1]",0,Kristi DuBose
530512,03/29/2007,05/17/2007,0.0,1.0,"(15, 30]",1.0,1.0,4.0,"(2, 3]",0,Kristi DuBose
530513,03/29/2007,05/24/2007,1.0,1.0,"(30, 50]",1.0,1.0,27.0,"(-1, 0]",0,Kristi DuBose
530514,03/29/2007,05/25/2007,0.0,2.0,"(30, 50]",1.0,3.0,8.0,"(2, 3]",0,Kristi DuBose
530515,03/29/2007,05/24/2007,0.0,1.0,"(30, 50]",1.0,3.0,10.0,"(-1, 0]",0,Kristi DuBose
530516,03/29/2007,06/22/2007,1.0,2.0,"(15, 30]",1.0,1.0,12.0,"(-1, 0]",0,Kristi DuBose
530517,04/26/2007,06/20/2007,0.0,1.0,"(15, 30]",1.0,3.0,21.0,"(5, 6]",6,Kristi DuBose
530518,04/26/2007,06/22/2007,0.0,2.0,"(15, 30]",1.0,6.0,23.0,"(-1, 0]",2,Kristi DuBose
530519,04/26/2007,06/20/2007,0.0,1.0,"(30, 50]",1.0,1.0,15.0,"(6, 7]",0,Kristi DuBose
530520,04/26/2007,06/20/2007,0.0,1.0,"(15, 30]",1.0,1.0,31.0,"(9, 10]",6,Kristi DuBose
530521,04/26/2007,06/20/2007,0.0,3.0,"(30, 50]",3.0,1.0,36.0,"(0, 1]",1,Kristi DuBose
530522,04/26/2007,06/20/2007,1.0,1.0,"(15, 30]",1.0,3.0,26.0,"(0, 1]",1,Kristi DuBose
530523,04/26/2007,06/21/2007,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(-1, 0]",0,Kristi DuBose
530524,04/26/2007,06/20/2007,0.0,2.0,"(30, 50]",1.0,3.0,25.0,"(-1, 0]",0,Kristi DuBose
530525,04/26/2007,06/21/2007,1.0,1.0,"(15, 30]",1.0,1.0,24.0,"(-1, 0]",0,Kristi DuBose
530526,04/26/2007,06/21/2007,0.0,1.0,"(15, 30]",1.0,1.0,27.0,"(8, 9]",0,Kristi DuBose
530527,04/26/2007,07/06/2007,0.0,1.0,"(30, 50]",1.0,3.0,29.0,"(0, 1]",3,Kristi DuBose
530528,04/26/2007,06/22/2007,1.0,1.0,"(30, 50]",1.0,3.0,23.0,"(-1, 0]",0,Kristi DuBose
530529,04/26/2007,07/17/2007,1.0,1.0,"(30, 50]",1.0,3.0,25.0,"(-1, 0]",0,Kristi DuBose
530530,05/16/2007,06/01/2007,1.0,1.0,"(65, 80]",1.0,5.0,6.0,"(-1, 0]",2,Kristi DuBose
530531,05/24/2007,08/17/2007,0.0,2.0,"(30, 50]",1.0,1.0,31.0,"(13, 14]",3,Kristi DuBose
530532,05/24/2007,08/17/2007,0.0,2.0,"(15, 30]",1.0,1.0,5.0,"(7, 8]",0,Kristi DuBose
530533,05/24/2007,08/17/2007,0.0,2.0,"(30, 50]",1.0,5.0,13.0,"(15, 25]",0,Kristi DuBose
530534,05/24/2007,07/17/2007,1.0,2.0,"(15, 30]",1.0,3.0,5.0,"(0, 1]",0,Kristi DuBose
530535,05/24/2007,07/17/2007,1.0,2.0,"(30, 50]",1.0,3.0,5.0,"(0, 1]",0,Kristi DuBose
530536,05/24/2007,08/10/2007,1.0,2.0,"(15, 30]",1.0,3.0,14.0,"(0, 1]",0,Kristi DuBose
530537,05/24/2007,07/20/2007,1.0,2.0,"(30, 50]",1.0,6.0,23.0,"(1, 2]",1,Kristi DuBose
530538,05/24/2007,07/17/2007,0.0,2.0,"(15, 30]",1.0,3.0,35.0,"(0, 1]",6,Kristi DuBose
530539,05/24/2007,07/20/2007,0.0,2.0,"(30, 50]",1.0,3.0,33.0,"(4, 5]",0,Kristi DuBose
530540,05/24/2007,07/17/2007,0.0,2.0,"(15, 30]",1.0,1.0,29.0,"(3, 4]",6,Kristi DuBose
530541,06/28/2007,10/18/2007,0.0,1.0,"(50, 65]",1.0,1.0,24.0,"(0, 1]",0,Kristi DuBose
530542,06/28/2007,08/17/2007,0.0,1.0,"(15, 30]",1.0,3.0,12.0,"(2, 3]",0,Kristi DuBose
530543,06/28/2007,03/26/2008,0.0,1.0,"(30, 50]",1.0,1.0,25.0,"(0, 1]",0,Kristi DuBose
530544,06/28/2007,09/28/2007,0.0,1.0,"(30, 50]",1.0,3.0,6.0,"(-1, 0]",0,Kristi DuBose
530545,06/28/2007,09/28/2007,0.0,1.0,"(15, 30]",1.0,3.0,6.0,"(-1, 0]",0,Kristi DuBose
530546,06/28/2007,10/18/2007,0.0,3.0,"(15, 30]",3.0,1.0,12.0,"(-1, 0]",0,Kristi DuBose
530547,06/28/2007,10/22/2007,0.0,1.0,"(30, 50]",1.0,3.0,15.0,"(-1, 0]",0,Kristi DuBose
530548,06/28/2007,10/18/2007,1.0,2.0,"(30, 50]",1.0,5.0,13.0,"(-1, 0]",0,Kristi DuBose
530549,06/28/2007,10/30/2007,0.0,2.0,"(15, 30]",1.0,1.0,24.0,"(5, 6]",6,Kristi DuBose
530550,06/28/2007,09/20/2007,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(4, 5]",0,Kristi DuBose
530551,06/28/2007,06/19/2008,0.0,2.0,"(15, 30]",1.0,3.0,17.0,"(8, 9]",3,Kristi DuBose
530552,06/28/2007,11/02/2007,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(6, 7]",0,Kristi DuBose
530553,06/28/2007,08/23/2007,1.0,2.0,"(30, 50]",1.0,3.0,29.0,"(0, 1]",6,Kristi DuBose
530554,06/28/2007,12/20/2007,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(6, 7]",0,Kristi DuBose
530555,07/26/2007,09/27/2007,1.0,2.0,"(30, 50]",1.0,5.0,4.0,"(2, 3]",0,Kristi DuBose
530556,07/26/2007,10/16/2007,0.0,2.0,"(30, 50]",1.0,1.0,14.0,"(6, 7]",0,Kristi DuBose
530557,07/26/2007,12/04/2007,0.0,2.0,"(15, 30]",1.0,1.0,12.0,"(3, 4]",0,Kristi DuBose
530558,07/26/2007,11/02/2007,0.0,2.0,"(15, 30]",1.0,3.0,25.0,"(-1, 0]",0,Kristi DuBose
530559,07/26/2007,09/28/2007,0.0,2.0,"(15, 30]",1.0,1.0,7.0,"(1, 2]",0,Kristi DuBose
530560,07/26/2007,07/21/2008,0.0,2.0,"(30, 50]",1.0,1.0,31.0,"(15, 25]",0,Kristi DuBose
530561,07/26/2007,09/09/2007,0.0,3.0,"(30, 50]",1.0,5.0,31.0,"(2, 3]",0,Kristi DuBose
530562,07/26/2007,09/19/2007,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(-1, 0]",0,Kristi DuBose
530563,07/26/2007,09/19/2007,0.0,2.0,"(15, 30]",1.0,1.0,29.0,"(-1, 0]",0,Kristi DuBose
530564,07/26/2007,10/25/2007,1.0,2.0,"(15, 30]",1.0,3.0,19.0,"(-1, 0]",0,Kristi DuBose
530565,07/26/2007,10/25/2007,1.0,1.0,"(30, 50]",1.0,1.0,29.0,"(-1, 0]",0,Kristi DuBose
530566,07/26/2007,09/13/2007,0.0,1.0,"(30, 50]",1.0,3.0,13.0,"(5, 6]",1,Kristi DuBose
530567,07/26/2007,09/13/2007,1.0,1.0,"(15, 30]",1.0,3.0,4.0,"(-1, 0]",1,Kristi DuBose
530568,08/31/2007,12/04/2007,0.0,2.0,"(30, 50]",2.0,3.0,13.0,"(3, 4]",0,Kristi DuBose
530569,08/31/2007,12/04/2007,0.0,2.0,"(15, 30]",1.0,3.0,12.0,"(0, 1]",0,Kristi DuBose
530570,08/31/2007,11/19/2008,0.0,2.0,"(15, 30]",1.0,1.0,21.0,"(-1, 0]",0,Kristi DuBose
530571,08/31/2007,10/22/2007,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(2, 3]",6,Kristi DuBose
530572,08/31/2007,03/12/2008,1.0,1.0,"(15, 30]",1.0,1.0,42.0,"(-1, 0]",6,Kristi DuBose
530573,08/31/2007,10/18/2007,0.0,1.0,"(15, 30]",1.0,3.0,32.0,"(-1, 0]",0,Kristi DuBose
530574,08/31/2007,12/04/2007,0.0,2.0,"(15, 30]",1.0,5.0,12.0,"(2, 3]",0,Kristi DuBose
530575,08/31/2007,12/20/2007,0.0,2.0,"(15, 30]",1.0,3.0,4.0,"(15, 25]",0,Kristi DuBose
530576,08/31/2007,11/09/2007,0.0,2.0,"(30, 50]",1.0,5.0,25.0,"(2, 3]",0,Kristi DuBose
530577,08/31/2007,12/14/2007,0.0,1.0,"(30, 50]",1.0,6.0,10.0,"(-1, 0]",0,Kristi DuBose
530578,08/31/2007,01/17/2008,0.0,1.0,"(30, 50]",1.0,1.0,30.0,"(3, 4]",2,Kristi DuBose
